,title,views,description,likes,date
135,LA BOX DES VINTIES (38),40.0,LA BOX DES VINTIES promeut l'économie circulaire dans les dressings en proposant un service de box de vêtements de seconde main qui permet de régler tous les...,1.0,03-28
136,DILO (75),53.0,"DILO propose un service de réservation de prestations de services à domicile pour seniors souhaitées, entièrement en ligne. À cette plateforme se rajoute un ...",2.0,03-28
137,UNICY (44),2028.0,"UNICY accélère le passage à la mobilité verte en développant une nouvelle transmission de vélo par cardan, robuste et fabriquée localement. Elle est en cours...",658.0,03-28
138,FEDHUBS (75),42.0,FEEDS HUB propose un outil de visibilité digitale qui recense les commerces écoresponsables qui organisent des événements variés et vendent également un logi...,6.0,03-28
139,KAWABSOR'BRA (91),1003.0,- Projet porté par Hawa BaradjiPour suivre le Moovjee : Site : https://www.moovjee.frFacebook : https://www.facebook.com/moovjeeTwitter : https://twitter.com...,308.0,03-28
140,ALLITRADOR (35),96.0,"Allitrador est une entreprise de traduction au service des TPE, PME et associations qui souhaitent croquer à pleines dents dans leur ouverture vers l'interna...",0.0,03-28
141,HUMAYA (75),56.0,HUMAYA développe des chaussures colorées en cuir upcyclé haut de gamme pour femmes conçue de façon écoresponsable.- Projet porté par Pauline RobertPour suivr...,3.0,03-28
142,GULLU (31),1493.0,"GULLUest un réseau social innovant, facilitateur de revoyure et vecteur pour le tourisme durable. La mission est de rassembler une communauté régie par les m...",414.0,03-28
143,MAISON WELLYNGTON (94),424.0,"La MAISON WELLYNGTON est spécialisée dans la création de tenue de cérémonie sur-mesure, vente de figurine de mode, bijoux et autre accessoires.- Projet porté...",76.0,03-28
144,ITRIDES (44),122.0,ItRides propose des solutions de carnets d'entretiens dématérialisés accessible via un sticker contenant une puce.- Projet porté par Loukas PautonnierPour su...,16.0,03-28
145,ROOOM APP (75),34.0,ROOOM est une application qui aide les participants d’un même événement festif à créer plus facilement des relations entre eux.- Projet porté par Alexandre d...,4.0,03-28
146,MA PETITE MALLE D'ÉVEIL (37),472.0,"Ma Petite Maille d'Éveil propose des bouteilles sensorielles made in France, écologique et respectueuses de l'environnement.- Projet porté par Laurie Verhels...",83.0,03-28
147,VITA LIVE PRO (94),539.0,VITA LIVE PRO est une plateforme web et mobile qui met en relation des résidents en EHPAD et des passionnés à proximité pour faire des activités divers et va...,122.0,03-28
148,MON OUTFIT (33),317.0,"Mon Outfit se veut actrice sociale à travers l'habillement pour un public négligé par les préjugés de la société, en les aidant dans leurs insertion personne...",73.0,03-28
149,SENSOBOX (78),32.0,SENSOBOX éveille les sens au travers d'un choix d'activités sensorielles insolites à vivre en solo ou à deux à Paris et Bordeaux aux côtés d'experts passionn...,1.0,03-28
150,JANE (44),188.0,JANE est une plateforme permettant de diminuer la facture énergétique des collectivités en distribuant leur surplus de production à leur bâtiments communaux ...,17.0,03-28
151,PASSIFLORA APP (44),928.0,PASSIFLORA APP est une application qui informe et soutient les personnes atteintes de phobie scolaire ainsi que leur entourage vers le chemin de la guérison....,262.0,03-28
152,COBALT CONTRACEPTION (78),902.0,"COBALT CONTRACEPTION souhaite mettre sur le marché une contraception masculine naturelle, réversible et non-invasive grâce à un boxer de contraception mascul...",224.0,03-28
153,MAISON DÉMESURE (24),345.0,MAISON DÉMESURE est un bureau d'étude qui va accompagner des créateurs/créatrices pour développer leur collection de lingerie. Ils proposent un accompagnemen...,38.0,03-28
154,QUELYS (31),37.0,QUELYS a pour vocation d'accompagner l'humain & l'entreprise vers la mise en place d'un fonctionnement managérial innovant en complément de l'apport de conse...,2.0,03-28
155,,,,,
156,OSAM (69),855.0,"OSAM est une ligne textile vélo urbain permettant aux cyclistes de se déplacer en étant au sec, au chaud, visible et élégants. En d'autres termes : ne plus f...",219.0,03-28
157,MEETIT (13),43.0,MEETIT est une application qui permet de réduire le gaspillage alimentaire et améliore son pouvoir d’achat en proposant de récupérer à manger des surplus de ...,5.0,03-28
158,MEXA (03),506.0,"Mexa conçoit des jeux et outils pédagogiques adaptés à tous les enfants pour permettre l'inclusion et le vivre ensemble. Ils ont à cœur d'aider les enfants, ...",101.0,03-28
159,ECODESK (34),45.0,"ECODESK est un service de reconditionnement de calculatrices scolaires, à destinations des étudiants issus des QPV/REP. ECODESK achète les calculatrices aux ...",2.0,03-28
160,ENYO WOMEN'S FIGHTWEAR (44),257.0,"Enyo women's fightwear souhaite briser les préjugés sur la pratique féminine des sports de combat en proposant des vêtements techniques, confortables et adap...",56.0,03-28
161,PLANEARIA (30),248.0,"PLANEARIA est une plateforme permettant d'organiser, planifier et partager des voyages sur mesure pour des groupes grâce à un savoureux mélange d'habitudes d...",53.0,03-28
162,MODE EUROPÉENNE (75),54.0,"Mode Européenne propose des vêtements, chaussures, sacs, accesoires de mode qui proviennent des dons de particuliers ou des marques afin de les proposer à pr...",2.0,03-28
163,EVE (75),374.0,"EVE est une plateforme qui permettra à tous de s'organiser en groupe de manière simple, efficace et gratuite.- Projet porté par Maxime BarouilletPour suivre ...",97.0,03-28
164,SOLTEO (75),143.0,SOLTEO développe un logiciel à destination des installateurs photovoltaïques pour leur permettre d'être plus efficaces sur leur tâches support et administrat...,78.0,03-28
165,TRASHTAG (75),171.0,"TRASHTAG relie les associations de clean walking et les entreprises pour compenser l'impact environnemental. Utilisant les nouvelles technologies, nous encou...",50.0,03-28
166,LOUISMANSOUR (75),128.0,LouisMansour propose une gamme de prêt-à-porter et d'accessoires haut de gamme. Des produits genderless imaginés et confectionnés en France. Proposer un univ...,24.0,03-28
167,MOVENDO (69),32.0,MOVENDO accompagne les structures à sensibiliser leur public à la santé mentale grâce à des ateliers et formations engageantes à la fin desquels sont distrib...,0.0,03-28
168,MADAME BEANS (49),712.0,Madame Beans a pour vocation de devenir une entreprise de transformation agroalimentaire de légumes secs en aides culinaires/PAI (Produits Alimentaires Inter...,219.0,03-28
169,SNB (29),28.0,SnB accompagne à la transition environnementale des organisations et leur fournit une expertise de conseil en stratégie produit et process.- Projet porté par...,0.0,03-28
170,L'ÉNERGÉTICIEN (20),42.0,La raison d'être de l'énergéticien est simple : être acteur de la transition énergétique en étant le référent sobriété des entreprises sur les aspects énergi...,3.0,03-28
171,GYMAPP (75),639.0,"GYMAPP c'est la communauté sport fitness et nutrition qui va aider les particuliers à atteindre leurs objectifs sportifs, grâce à la dynamique de groupe, l'e...",157.0,03-28
172,RAFNEE (94),48.0,"RAFNEE est un kit dans lequel on retrouvera l'application en AR pour la formation et/ou de la sensibilisation, des accessoires de AR et des quizz pour des sé...",3.0,03-28
173,IMPRUDENCE DES VOYAGES (76),47.0,"Imprudence des voyages souhaite démocratiser le voyage en immersion culturelle, promouvant le tourisme durable et sortant les voyageurs des sentiers battus. ...",4.0,03-28
174,GOUSSY (68),223.0,"GOUSSY proposera un repas complet, sain et savoureux pratique à emporter dans la poche. Il sera rassasiant, apportera tous les nutriments nécessaires afin d’...",44.0,03-28
175,LIM COMMUNICATION (67),40.0,"Lim Communication est une agence de communication indépendante qui propose des services de rédaction de contenus web, community management, social media mana...",1.0,03-28
176,TRÉVIA (34),121.0,"TREVIA est une application pour gérer toutes les étapes du voyage, de la comparaison à la réservation des d'hébergements et d'activités, conçue pour simplifi...",21.0,03-28
177,TAFTAVIE (59),260.0,TAFTAVIE est une plateforme de mise en relation entre étudiants motivés et talentueux et des entreprises désireuses de se développer en aidant un jeune à dév...,66.0,03-28
178,MA CHAMELLE SUCRÉE (59),553.0,"Ma Chamelle Sucrée a pour mission de rendre accessible à tous la pâtisserie marocaine, sous forme de kit, tout en luttant contre le gaspillage alimentaire.- ...",152.0,03-28
179,ULEX (54),115.0,ULEX propose une nouvelle technologie qui formule un complexe de molécules (molécules actives avec des métaux sous forme colloidale) spécifiques pour des app...,18.0,03-28
180,TRAVAUXETMEUBLES.COM (84),192.0,TRAVAUXETMEUBLES.COM est un accélérateur d’investissement. TRAVAUXETMEUBLES valorise vos ventes dans l’immobilier ancien grâce à un processus comprenant : Vi...,42.0,03-28
181,SANEE (89),286.0,"SANEE offre des produits cosmétiques 100% naturels sous forme de baumes et savons , fabriqués en France, sourcés en Afrique.- Projet porté par Marion SANGENI...",46.0,03-28
182,VALORIZ'ME (49),137.0,"VALORIZ'ME crée, développe et commercialise des snacks protéinés 100% naturels (0 sucres ajoutés, 0 additifs, 0 isolats, 0 conservateurs) à destination de la...",21.0,03-28
183,NOVA (75),234.0,NOVA est la première marque digitale française à offrir une plateforme d'IA collaborative pour accompagner la transformation digitale des ETI/PME en numérisa...,58.0,03-28
184,BEAUTYFOOD (91),1125.0,"BEAUTYFOOD propose une alternative saine, pratique, gourmande et efficace aux compléments alimentaires classiques en offrant une gamme de compléments aliment...",93.0,03-28
185,YESOUICOOK (75),210.0,YESOUICOOK offre aux entrepreneurs culinaires une solution rentable pour développer leur entreprise sans avoir à investir dans leur propre infrastructure et ...,65.0,03-28
186,DELISPEED (59),1422.0,DeliSpeed est une plate-forme (site + appli) permettant aux utilisateur de passer une commande auprès de leurs magasins préférés et d'être livrés par des  pa...,562.0,03-28
187,DYNASTY OF WO/MEN (31),63.0,DYNASTY OF WO/MEN proposera la vente des tee-shirt de fabrication éco responsable avec un panel de tailles allant du XXS au XXL sur lesquels seront apposés d...,6.0,03-28
188,P'TIT ROUDOUDOU (54),952.0,P'tit Roudoudou est une entreprise de confection d’articles de puériculture qui a pour objectif de proposer aux parents des articles de qualité supérieur sel...,182.0,03-28
189,DISCOVER (69),50.0,DISCOVER propose des interventions de professionnels présentant leur parcours scolaire et professionnels dans différents organismes afin de donner une autre ...,1.0,03-28
0,NEWSERS (69),1633.0,"NEWSERS est une application qui offre de l’information à travers trois interfaces (articles, SWIPE, et communautaire). Newsers est donc une solution de débat...",195.0,03-29
1,B.Y.O DESIGNER (94),592.0,"La raison d'être de B.Y.O. Designer est de permettre à tout un chacun d'être le créateur, le styliste de ce qu'il porte.- Projet porté par Mariam TambouraPou...",80.0,03-29
2,EDUCATION DU CHEVAL (83),1826.0,La mission d'EDUCATION DU CHEVAL est de faire évoluer l'équitation vers des pratiques plus justes et éthiques pour l'animal afin de diminuer le nombre d'acci...,333.0,03-29
3,CENTRAL EVENTS (90),191.0,"CENTRAL EVENTS souhaite créer et développer une plateforme de mise en relation entre les prestataires liés à l'événementiel et leurs clients, afin de simplif...",4.0,03-29
4,LOOSE SOULS (31),191.0,La raison d'être de LOOSE SOULS c'est représenter les artistes féminines et non binaires sur la scène musicale. Ils proposent de présenter ces artistes par l...,1.0,03-29
5,L'IDÉE D'UNE BOITE (95),910.0,L'IDÉE D'UNE BOITE souhaite développer des boîtes mystères thématiques interactives qui permettent de vivre une expérience lors de l’ouverture séquencée et p...,119.0,03-29
6,SKANERS (92),199.0,"SKANERS est une application qui permet d’identifier et acheter les paires de sneakers qui vous entourent avec une photo ! Autrement dit, c'est le ""Shazam"" de...",4.0,03-29
7,ALGUP (06),829.0,AlgUp développe un bioréacteur qui permet de produire de la spiruline fraîche chez soi et sans entretien. Conçu pour être à la fois esthétique et facile d’ut...,127.0,03-29
8,KOOKABURRA KOMBUCHA (59) Kookaburra Kombucha,311.0,"KOOKABURRA KOMBUCHA propose la vente de Kombucha, une boisson asiatique.- Projet porté par Elise GensPour suivre le Moovjee : Site : https://www.moovjee.frFa...",10.0,03-29
9,RENTY (75),382.0,"RENTY est une plateforme en ligne pour la location d'équipements sportifs entre particuliers, et une assurance facultative pour les locataires pour couvrir l...",33.0,03-29
10,RACE&LOCK (92),1553.0,"RACE&LOCK propose un cadenas de vélo à triple usage, offrant aux vélos urbains ou électriques un porte-bagages et aux vélos sportifs une position de course a...",281.0,03-29
